,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,TotalSF,HouseAge,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition,Remodeled,SalePrice
45,120,44.0,6371,7,5,2009,2010,128.0,733.0,0.0,625.0,1358.0,1358,0,0,1358,1.0,0.0,2,0,2,1,6,1,2010.0,2.0,484.0,192,35,0,0,0,0,0,6,2010,2716.0,1,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial,1,12.319405795112926
46,20,110.0,14300,9,5,2003,2004,1095.0,1373.0,0.0,1473.0,2846.0,2696,0,0,2696,1.0,0.0,2,1,3,1,10,2,2003.0,3.0,958.0,220,150,0,0,0,0,0,6,2010,5542.0,7,RL,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,13.122365377402328
47,60,105.0,13650,8,5,2002,2002,232.0,578.0,0.0,1093.0,1671.0,1687,563,0,2250,1.0,0.0,2,1,3,1,7,1,2002.0,3.0,756.0,238,130,0,0,0,0,0,6,2010,3921.0,8,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.676079399771027
48,120,61.0,7658,9,5,2005,2005,412.0,456.0,0.0,1296.0,1752.0,1752,0,0,1752,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,576.0,196,82,0,0,0,0,0,2,2010,3504.0,5,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.675766851909591
49,120,41.0,7132,8,5,2006,2006,178.0,24.0,0.0,1346.0,1370.0,1370,0,0,1370,0.0,0.0,2,0,2,1,6,1,2006.0,2.0,484.0,120,49,0,0,0,0,0,4,2010,2740.0,4,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.230770136157428
50,160,36.0,2628,7,5,2003,2003,106.0,0.0,0.0,764.0,764.0,764,862,0,1626,0.0,0.0,2,1,2,1,6,0,2003.0,2.0,474.0,0,27,0,0,0,0,0,6,2010,2390.0,7,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.075400019877522
51,20,100.0,18494,6,5,2005,2005,0.0,0.0,0.0,1324.0,1324.0,1324,0,0,1324,0.0,0.0,2,0,3,1,6,0,2005.0,2.0,430.0,36,23,0,0,0,0,0,1,2010,2648.0,5,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.20357452783082
52,120,43.0,3203,7,5,2006,2006,14.0,16.0,0.0,1129.0,1145.0,1145,0,0,1145,0.0,0.0,2,0,2,1,6,0,2006.0,2.0,437.0,100,116,0,0,0,0,0,1,2010,2290.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,11.982935344196433
53,120,43.0,3182,8,5,2004,2005,16.0,24.0,0.0,1232.0,1256.0,1269,0,0,1269,0.0,0.0,2,0,2,1,6,1,2004.0,2.0,430.0,146,20,0,0,144,0,0,4,2010,2525.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.165255859329688
54,80,67.0,13300,7,5,2004,2004,0.0,326.0,0.0,58.0,384.0,744,630,0,1374,1.0,0.0,2,1,3,1,7,1,2004.0,2.0,400.0,100,0,0,0,0,0,0,6,2010,1758.0,6,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.12541016250223
55,60,,7851,6,5,2002,2002,,625.0,0.0,235.0,860.0,860,1100,0,1960,1.0,0.0,2,1,4,1,8,2,2002.0,2.0,440.0,288,48,0,0,0,0,0,5,2010,2820.0,8,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.285350445351659
56,60,63.0,8577,7,5,2004,2004,0.0,0.0,0.0,847.0,847.0,847,886,0,1733,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,433.0,144,48,0,0,0,0,0,4,2010,2580.0,6,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.12859206945914
57,80,,7750,7,5,2000,2000,0.0,250.0,0.0,134.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,400.0,180,0,0,0,0,0,0,4,2010,1814.0,10,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.100717685412471
58,60,,9505,7,5,2001,2001,180.0,0.0,0.0,884.0,884.0,884,1151,0,2035,0.0,0.0,2,1,3,1,8,1,2001.0,2.0,434.0,144,48,0,0,0,0,0,5,2010,2919.0,9,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.312686874960354
59,60,108.0,14774,9,5,1999,1999,165.0,0.0,0.0,1393.0,1393.0,1422,1177,0,2599,0.0,0.0,2,1,4,1,10,1,1999.0,3.0,779.0,668,30,0,0,0,0,0,5,2010,3992.0,11,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.716405147731708
60,60,60.0,17433,8,5,1998,1998,114.0,0.0,0.0,1629.0,1629.0,1645,830,0,2475,0.0,0.0,2,1,4,1,7,1,1998.0,3.0,962.0,23,172,0,0,256,0,0,1,2010,4104.0,12,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.779875885354993
61,20,59.0,10593,7,5,1996,1996,338.0,919.0,0.0,801.0,1720.0,1720,0,0,1720,1.0,0.0,2,0,3,1,7,1,1996.0,2.0,527.0,240,56,154,0,0,0,0,3,2010,3440.0,14,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.469978029554953
62,60,98.0,12256,8,5,1994,1995,362.0,1032.0,0.0,431.0,1463.0,1500,1122,0,2622,1.0,0.0,2,1,3,1,9,2,1994.0,2.0,712.0,186,32,0,0,0,0,0,4,2010,4085.0,16,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.691583538230217
63,60,92.0,11764,8,7,1999,2007,348.0,524.0,0.0,628.0,1152.0,1164,1106,0,2270,0.0,0.0,2,1,4,1,9,1,1999.0,3.0,671.0,132,57,0,0,0,0,0,4,2010,3422.0,11,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.577639650232573
64,60,58.0,16770,7,5,1998,1998,30.0,0.0,0.0,1195.0,1195.0,1195,644,0,1839,0.0,0.0,2,1,4,1,7,0,1998.0,2.0,486.0,0,81,0,0,0,0,0,6,2010,3034.0,12,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.30592250537653
65,50,56.0,14720,8,5,1995,1996,579.0,816.0,0.0,1217.0,2033.0,2053,1185,0,3238,1.0,0.0,2,1,4,1,9,1,1996.0,3.0,666.0,283,86,0,0,0,0,0,3,2010,5271.0,15,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.923914877701906
66,20,73.0,8987,8,5,2005,2006,226.0,0.0,0.0,1595.0,1595.0,1595,0,0,1595,0.0,0.0,2,0,2,1,6,1,2005.0,3.0,880.0,144,0,0,0,0,0,0,5,2010,3190.0,5,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.308182383129823
67,20,92.0,9215,7,5,2009,2010,0.0,0.0,0.0,1218.0,1218.0,1218,0,0,1218,0.0,0.0,2,0,2,1,4,0,2009.0,2.0,676.0,0,136,0,0,0,0,0,4,2010,2436.0,1,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,New,Partial,1,12.228328144428588
68,60,72.0,8640,7,5,2009,2009,0.0,24.0,0.0,732.0,756.0,764,783,0,1547,0.0,0.0,2,1,3,1,7,0,2009.0,2.0,614.0,169,45,0,0,0,0,0,6,2010,2303.0,1,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,Con,Normal,0,12.279327754099118
69,20,75.0,9000,8,5,2008,2008,36.0,1078.0,0.0,488.0,1566.0,1566,0,0,1566,1.0,0.0,2,0,3,1,7,0,2008.0,2.0,750.0,144,168,0,0,0,0,0,4,2010,3132.0,2,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.47801017053037
70,60,100.0,12552,7,5,2004,2005,0.0,222.0,0.0,769.0,991.0,991,956,0,1947,0.0,0.0,2,1,3,1,8,1,2004.0,2.0,678.0,0,136,0,0,0,0,0,5,2010,2938.0,6,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.448630513463613
71,20,84.0,10440,6,5,2005,2005,0.0,1414.0,0.0,54.0,1468.0,1468,0,0,1468,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,528.0,0,102,0,0,216,0,0,5,2010,2936.0,5,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.511721101590597
72,60,76.0,10142,7,5,2004,2004,0.0,656.0,0.0,300.0,956.0,956,1128,0,2084,1.0,0.0,2,1,4,1,8,0,2004.0,2.0,618.0,0,45,0,0,0,0,0,1,2010,3040.0,6,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.358798024384122
73,60,70.0,11920,7,5,2004,2004,122.0,0.0,0.0,831.0,831.0,831,828,0,1659,0.0,0.0,2,1,3,1,8,0,2004.0,2.0,484.0,144,68,0,0,0,0,0,4,2010,2490.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.10625783509458
74,60,,8880,7,5,1994,2002,0.0,695.0,0.0,253.0,948.0,1222,888,0,2110,1.0,0.0,2,1,3,1,8,2,1994.0,2.0,463.0,0,130,0,0,0,0,0,5,2010,3058.0,16,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.230770136157428
75,120,50.0,8012,6,5,1980,1980,0.0,543.0,119.0,261.0,923.0,923,0,0,923,0.0,0.0,2,0,2,1,5,1,1980.0,1.0,264.0,80,0,0,0,0,0,0,5,2010,1846.0,30,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,11.870606902224587
76,60,70.0,11218,6,5,1992,1992,0.0,0.0,0.0,1055.0,1055.0,1055,790,0,1845,0.0,0.0,2,1,3,1,8,1,1992.0,2.0,462.0,635,104,0,0,0,0,400,5,2010,2900.0,18,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.149507585033072
77,120,55.0,7892,6,5,1979,1979,0.0,0.0,0.0,918.0,918.0,918,0,0,918,0.0,0.0,2,0,2,1,5,1,1979.0,1.0,264.0,28,0,0,0,0,0,0,4,2010,1836.0,31,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal,0,11.507922973347437
78,120,50.0,7175,6,5,1984,1984,0.0,623.0,121.0,0.0,744.0,752,0,0,752,1.0,0.0,1,0,2,1,4,0,1984.0,1.0,264.0,353,0,0,0,90,0,0,2,2010,1496.0,26,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,11.736077016252437
79,60,,9453,7,7,1993,2003,0.0,402.0,0.0,594.0,996.0,1014,730,0,1744,0.0,0.0,2,1,3,1,7,0,1993.0,2.0,457.0,370,70,0,238,0,0,0,2,2010,2740.0,17,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.178192583415596
80,20,81.0,9672,6,5,1984,1985,0.0,338.0,0.0,702.0,1040.0,1097,0,0,1097,0.0,0.0,2,0,3,1,6,0,1986.0,2.0,480.0,0,0,0,0,0,0,0,5,2010,2137.0,26,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,1,11.931642378754141
81,60,70.0,8400,6,6,1980,1981,130.0,0.0,0.0,650.0,650.0,888,676,0,1564,0.0,0.0,2,1,3,1,7,1,1980.0,2.0,476.0,0,50,0,0,204,0,0,4,2010,2214.0,30,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal,1,12.049424683420915
82,30,70.0,9800,5,5,1920,1950,0.0,0.0,0.0,816.0,816.0,1012,0,0,1012,0.0,0.0,1,0,2,1,5,0,1920.0,1.0,429.0,121,0,80,0,0,0,0,4,2010,1828.0,90,RH,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,1,11.119897691565697
83,90,68.0,8930,6,5,1978,1978,0.0,0.0,0.0,0.0,0.0,1318,584,0,1902,0.0,0.0,2,0,4,2,8,0,1978.0,2.0,539.0,0,0,0,0,0,0,0,4,2010,1902.0,32,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,,TA,TA,Slab,,,,,,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,11.626263078808801
84,85,88.0,11782,5,7,1961,1995,0.0,899.0,0.0,210.0,1109.0,1155,0,0,1155,1.0,0.0,1,0,3,1,6,0,1987.0,2.0,576.0,192,0,0,0,0,0,400,6,2010,2264.0,49,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,,Detchd,Unf,TA,TA,Y,WD ,Normal,1,11.904974309480183
85,20,65.0,8450,5,8,1965,2009,0.0,553.0,117.0,224.0,894.0,894,0,0,894,1.0,0.0,1,0,3,1,5,1,1973.0,1.0,336.0,416,144,0,0,0,0,0,4,2010,1788.0,45,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,Normal,1,11.83863282480007
86,20,,9819,5,5,1967,1967,31.0,450.0,0.0,432.0,882.0,900,0,0,900,0.0,0.0,1,0,3,1,5,0,1970.0,1.0,280.0,0,0,0,0,0,0,0,2,2010,1782.0,43,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,0,11.711784520403112
87,20,75.0,7500,5,5,1963,1963,0.0,824.0,0.0,216.0,1040.0,1040,0,0,1040,1.0,0.0,1,1,3,1,5,0,1963.0,1.0,308.0,0,0,220,0,0,0,0,6,2010,2080.0,47,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,11.798111925972618
88,20,,6897,5,8,1962,2010,0.0,659.0,0.0,381.0,1040.0,1040,0,0,1040,1.0,0.0,1,1,3,1,6,0,1962.0,1.0,260.0,0,104,0,0,0,0,0,4,2010,2080.0,48,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,1,11.751950239425476
89,20,39.0,15410,6,6,1974,2002,250.0,126.0,859.0,223.0,1208.0,1494,0,0,1494,1.0,0.0,2,0,3,1,7,2,1974.0,2.0,461.0,296,0,186,0,0,0,0,4,2010,2702.0,36,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkCmn,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Fin,TA,TA,Y,WD ,Abnorml,1,12.037659911047468
90,60,107.0,10186,7,5,1992,1992,0.0,674.0,0.0,76.0,750.0,1061,862,0,1923,1.0,0.0,2,1,3,1,8,1,1992.0,2.0,564.0,240,39,0,0,0,0,0,6,2010,2673.0,18,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.154784614286667
91,60,85.0,13143,8,5,1993,1993,504.0,250.0,981.0,0.0,1231.0,1251,1098,0,2349,1.0,0.0,2,1,4,1,9,1,1993.0,3.0,762.0,32,130,0,0,0,0,0,6,2010,3580.0,17,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.80078251189375
